"","id10","year","catch"
"1","LUTJSY",1997,1.813996363
"2","LUTJSY",2003,13.60797272
"3","LUTJSY",2004,7.257985448
"4","LUTJSY",2008,67.1328654
"5","LUTJSY",2009,54.884889962
"6","LUTJSY",2010,56.700886321
"7","LUTJSY",2011,85.276829023
"8","LUTJSY",2012,144.699709884
"9","LUTJSY",2013,82.553744
"10","LUTJSY",2014,92.079176
"11","LUTJSY",2015,73.481904
