"","id10","year","catch"
"1","SCARCH",2000,4.081991816
"2","SCARCH",2001,76.657846304
"3","SCARCH",2002,53.070893596
"4","SCARCH",2003,61.236877224
"5","SCARCH",2004,9.071981812
"6","SCARCH",2005,8.618982718
"7","SCARCH",2008,2.267995453
"8","SCARCH",2015,2.721552
