"sigR","startbio.1.","startbio.2.","interbio.1.","interbio.2.","finalbio.1.","finalbio.2.","min.yr.","max.yr.","res","max.ct.","ct.1.","ct.nyr.","length.r.","exp.mean.log.r...","sd.log.r..","min.r.","quantile.r..0.05.","quantile.r..0.25.","median.r.","quantile.r..0.75.","quantile.r..0.95.","max.r.","exp.mean.log.k...","sd.log.k..","min.k.","quantile.k..0.05.","quantile.k..0.25.","median.k.","quantile.k..0.75.","quantile.k..0.95.","max.k.","exp.mean.log.msy...","sd.log.msy..","min.msy.","quantile.msy..0.05.","quantile.msy..0.25.","median.msy.","quantile.msy..0.75.","quantile.msy..0.95.","max.msy."
0.05,0.75,0.99,0,1,0.25,0.65,1994,2014,"Medium",144.7,1.814,5.74533333333333,167,0.407679245053015,0.321044267566512,0.200978911606757,0.234413448477873,0.336218070742553,0.404618138652106,0.490022842560759,0.70000540145276,0.911875187871997,473.856974338936,0.176094383774419,281.727717197509,346.551239191537,423.764910398208,492.52824295545,542.476206078665,594.874952236745,602.978259031489,48.2954133904008,0.193120707420149,27.7086708882205,33.4751583971054,42.327693677973,48.9631122087935,56.8248714067138,62.1875758715633,66.6119489918375
