"sigR","startbio.1.","startbio.2.","interbio.1.","interbio.2.","finalbio.1.","finalbio.2.","min.yr.","max.yr.","res","max.ct.","ct.1.","ct.nyr.","length.r.","exp.mean.log.r...","sd.log.r..","min.r.","quantile.r..0.05.","quantile.r..0.25.","median.r.","quantile.r..0.75.","quantile.r..0.95.","max.r.","exp.mean.log.k...","sd.log.k..","min.k.","quantile.k..0.05.","quantile.k..0.25.","median.k.","quantile.k..0.75.","quantile.k..0.95.","max.k.","exp.mean.log.msy...","sd.log.msy..","min.msy.","quantile.msy..0.05.","quantile.msy..0.25.","median.msy.","quantile.msy..0.75.","quantile.msy..0.95.","max.msy."
0.05,0.75,0.99,0,1,0.25,0.65,1994,2014,"Medium",4112.34,213.65,2126.888,206,0.415676006656756,0.32946224078212,0.222696083956394,0.25547279471407,0.322551811322987,0.406952718873332,0.53226698367603,0.727173700834876,0.889086262842007,20167.7212381248,0.261145231121547,11085.875036829,12301.5690436233,16816.5327949293,21551.6248867568,24800.1797129957,28405.484669311,28926.0140115652,2095.80945690759,0.124284760203615,1440.45855615611,1669.76142696614,1939.33220600805,2121.13962254344,2288.50718402672,2473.82159655502,2704.97245556066
