sigR,startbio.1.,startbio.2.,interbio.1.,interbio.2.,finalbio.1.,finalbio.2.,min.yr.,max.yr.,res,max.ct.,ct.1.,ct.nyr.,length.r.,exp.mean.log.r...,sd.log.r..,min.r.,quantile.r..0.05.,quantile.r..0.25.,median.r.,quantile.r..0.75.,quantile.r..0.95.,max.r.,exp.mean.log.k...,sd.log.k..,min.k.,quantile.k..0.05.,quantile.k..0.25.,median.k.,quantile.k..0.75.,quantile.k..0.95.,max.k.,exp.mean.log.msy...,sd.log.msy..,min.msy.,quantile.msy..0.05.,quantile.msy..0.25.,median.msy.,quantile.msy..0.75.,quantile.msy..0.95.,max.msy.
0.05,0.75,0.99,0,1,0.25,0.65,1994,2015,Low,15174.85957,2958.823068,8226.798104,228,0.241944122,0.47083011,0.057427117,0.10420017,0.183362451,0.251798933,0.333961291,0.507677168,0.558727958,124627.8631,0.267118928,63543.14656,71922.95925,104211.4767,129966.6371,156929.2947,176687.8547,181928.9147,7538.244728,0.286636618,2529.748171,4298.208986,6611.380756,8110.577331,9141.615831,10581.13217,13388.52741
