Country,Site,MunicipalArea_sqkm,TotalMunicipalNTZ_sqkm,NTZ_sqkm,TURF_sqkm,YearNTZEstablish,YearNTZFunctioning,NTZInside,distanceOffshore_km
Montserrat,MNI,NA,NA,31,310,NA,NA,1,1.67
