Country,Site,MunicipalArea_sqkm,TotalMunicipalNTZ_sqkm,NTZ_sqkm,TURF_sqkm,YearNTZEstablish,YearNTZFunctioning,NTZInside,distanceOffshore_km
Montserrat,MNI,2000000,NA,29.95,295.92,NA,NA,1,NA
