"sigR","startbio.1.","startbio.2.","interbio.1.","interbio.2.","finalbio.1.","finalbio.2.","min.yr.","max.yr.","res","max.ct.","ct.1.","ct.nyr.","length.r.","exp.mean.log.r...","sd.log.r..","min.r.","quantile.r..0.05.","quantile.r..0.25.","median.r.","quantile.r..0.75.","quantile.r..0.95.","max.r.","exp.mean.log.k...","sd.log.k..","min.k.","quantile.k..0.05.","quantile.k..0.25.","median.k.","quantile.k..0.75.","quantile.k..0.95.","max.k.","exp.mean.log.msy...","sd.log.msy..","min.msy.","quantile.msy..0.05.","quantile.msy..0.25.","median.msy.","quantile.msy..0.75.","quantile.msy..0.95.","max.msy."
0.05,0.75,0.99,0,1,0.25,0.65,1994,2015,"Low",144.7,1.814,5.74533333333333,310,0.189125075588822,0.549467403023928,0.0507019531969696,0.0685202208754491,0.131227609489795,0.200797418394414,0.279178092624531,0.424853675244618,0.544749897885043,763.941704071775,0.215480799740905,429.596965863944,496.312063609633,658.536829844517,800.871499001722,905.865197616574,999.786888081154,1026.46156081717,36.120133132007,0.408052082515685,11.4849987277874,16.0012082242495,29.0296735613658,38.8173606881286,49.8512341948742,60.2508677729974,66.8051342629654
